id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
192.168.1.4,60644,142.250.31.94,443,tcp,0.042947054,1821,5383,SF,1,0,0,ShADaFdRfR,8,2197,7,5755
192.168.1.4,53996,192.168.1.1,53,DNS,18.08968687057495,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,43834,192.168.1.4,22,SSH,18.08719301223755,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,51410,23.220.130.195,443,tcp,0.132879019,1770,5066,SF,1,0,0,ShADaFTdRf,10,2560,9,5554
192.168.1.4,43368,31.13.71.36,443,udp,0.067788124,2800,4595,SF,1,0,0,Dd,7,2996,10,4875
192.168.1.4,53110,185.184.8.90,443,udp,0.019704103,43,136,SF,1,1,0,Dd,1,71,1,164
192.168.1.4,58666,192.168.1.1,53,udp,0.002031088,43,237,SF,1,1,0,Dd,1,71,1,265
192.168.1.4,38060,23.196.3.185,443,udp,0.003771067,58,139,SF,1,1,0,Dd,1,86,1,167
192.168.1.4,59091,192.168.1.1,53,udp,0.029157162,58,562,SF,1,1,0,Dd,1,86,1,590
192.168.1.4,46049,192.168.1.1,53,udp,117.4520528,2390,6566,SF,1,0,0,ShADadFf,17,3282,15,7354
192.168.1.4,38470,192.168.1.1,53,udp,0.043464899,52,309,SF,1,1,0,Dd,1,80,1,337
192.168.1.4,40826,172.253.115.132,443,tcp,6.602906942,5121,10546,SF,1,0,0,ShADadFf,57,8093,68,14114
192.168.1.4,57324,54.84.212.75,443,tcp,60.09537888,1840,6953,SF,1,0,0,ShADadFf,13,2524,11,7533
192.168.1.6,51310,192.168.1.4,22,SSH,18.08747792243957,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,59216,151.101.66.133,443,udp,0.015375137,60,445,SF,1,1,0,Dd,1,88,1,473
192.168.1.4,35545,192.168.1.1,53,udp,0.024012089,40,163,SF,1,1,0,Dd,1,68,1,191
192.168.1.4,39455,192.168.1.1,53,udp,0.001147985,46,103,SF,1,1,0,Dd,1,74,1,131
192.168.1.4,43485,192.168.1.1,53,udp,0.015728951,44,465,SF,1,1,0,Dd,1,72,1,493
192.168.1.4,54329,104.18.6.220,443,udp,1.814662933,154216,2886227,SF,1,0,0,Dd,484,167768,2515,2956647
192.168.1.4,34102,209.54.181.45,443,udp,0.001467943,51,111,SF,1,1,0,Dd,1,79,1,139
192.168.1.4,50753,192.168.1.1,53,udp,0.041989803,43,123,SF,1,1,0,Dd,1,71,1,151
192.168.1.4,43850,192.168.1.1,53,udp,0.080873013,42,298,SF,1,1,0,Dd,1,70,1,326
192.168.1.4,50804,192.168.1.1,53,udp,0.020044088,57,138,SF,1,1,0,Dd,1,85,1,166
192.168.1.4,39569,192.168.1.1,53,udp,0.017177105,47,397,SF,1,1,0,Dd,1,75,1,425
192.168.1.4,43992,192.168.1.1,53,udp,0.001196146,47,112,SF,1,1,0,IIiiihhhIHH,1,75,1,140
192.168.1.6,35360,192.168.1.4,22,SSH,18.08835816383361,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,44460,185.167.164.52,443,udp,0.010750055,84,166,SF,1,1,0,IIiiihhIHH,1,112,1,194
192.168.1.4,45280,104.22.30.209,443,udp,0.001219988,86,168,SF,1,1,0,Dd,1,114,1,196
192.168.1.4,37957,192.168.1.1,53,udp,0.020365953,37,392,SF,1,1,0,Dd,1,65,1,420
192.168.1.4,43593,192.168.1.1,53,udp,93.39430404,2913,312858,SF,1,0,0,ShADadFf,91,7653,135,319886
192.168.1.4,55508,3.212.161.164,443,tcp,60.04134393,2524,8168,SF,1,0,0,ShADadfF,17,3416,17,9060
192.168.1.4,42303,31.13.66.19,443,udp,0.309192896,6813,20163,SF,1,0,0,Dd,21,7401,31,21031
192.168.1.4,51926,192.168.1.1,53,udp,0.0047791,53,132,SF,1,1,0,Dd,1,81,1,160
192.168.1.4,39242,192.168.1.1,53,udp,0.025544882,50,146,SF,1,1,0,Dd,1,78,1,174
192.168.1.4,44904,207.241.237.3,80,tcp,60.17486095,0,0,SF,1,0,0,ShAafF,10,528,3,164
192.168.1.4,43888,192.168.1.1,53,udp,0.002031088,43,237,SF,1,1,0,Dd,1,71,1,265
192.168.1.4,34070,104.18.36.155,443,udp,0.004612207,49,414,SF,1,1,0,Dd,1,77,1,442
192.168.1.4,54171,192.168.1.1,53,udp,0.153166056,5179,30699,SF,1,0,0,Dd,25,5879,33,31623
192.168.1.4,49951,192.168.1.1,53,udp,0,2354,7181,SH,0,0,0,IIiishhhHHH,1,52,0,0
192.168.1.4,33564,104.18.35.151,443,tcp,154.0403991,3129,1023594,SF,1,0,50680,ShADadgtFf,234,15341,320,1044586
192.168.1.6,49894,192.168.1.4,22,SSH,18.09031606,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,45115,192.168.1.1,53,udp,0.002388954,56,101,SF,1,1,0,Dd,1,84,1,129
192.168.1.4,51526,192.168.1.1,53,udp,0.002573967,50,107,SF,1,1,0,Dd,1,78,1,135
192.168.1.4,45266,104.22.30.209,443,tcp,1.472738981,3469,9538,SF,1,0,0,ShADadFf,26,4829,29,11054
192.168.1.4,57614,192.168.1.1,53,udp,0.016596079,44,388,SF,1,1,0,Dd,1,72,1,416
192.168.1.6,54068,192.168.1.4,22,SSH,18.089428901672363,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,54298,192.168.1.4,22,SSH,16.58707880973816,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,56090,192.168.1.1,53,udp,0.006062031,50,458,SF,1,1,0,Dd,1,78,1,486
192.168.1.4,43756,13.107.42.14,443,udp,0.001706123,54,351,SF,1,1,0,Dd,1,82,1,379
192.168.1.4,56582,69.166.1.9,443,udp,60.69460607,2702,5302,SF,1,0,0,ShADadFf,18,3646,20,6350
192.168.1.4,40330,31.13.66.35,443,udp,0.005265951,58,406,SF,1,1,0,IIishhhHHh,1,86,1,434
192.168.1.4,33885,35.227.252.103,443,tcp,60.23885012,1788,4832,RSTO,1,0,0,ShADadfR,11,2380,14,5568
192.168.1.6,45042,192.168.1.4,22,SSH,16.587111949920654,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,52746,192.168.1.1,53,udp,0,41,467,SF,0,1,0,Dd,1,69,1,495
192.168.1.4,55197,192.168.1.1,53,udp,0.080347061,49,475,SF,1,1,0,Dd,1,77,1,503
192.168.1.4,35476,192.168.1.1,53,udp,0.096842051,61,139,SF,1,1,0,IIiiihhhIHH,1,89,1,167
192.168.1.4,58179,68.65.124.209,443,udp,1.110031843,7175,195142,SF,1,0,0,Dd,71,9163,172,199958
192.168.1.6,33746,192.168.1.4,22,SSH,16.584810972213745,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.6,51296,192.168.1.4,22,SSH,0.000576973,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,37010,192.168.1.1,53,udp,1.650089979,2840,7404,SF,1,0,0,ShADadFf,21,3940,23,8608
192.168.1.4,43834,23.88.77.176,443,tcp,62.034585,2649,3090,SF,1,0,0,ShADadFf,14,3385,13,3774
192.168.1.4,42105,192.168.1.1,53,udp,0.016373873,44,357,SF,1,1,0,Dd,1,72,1,385
192.168.1.6,54008,192.168.1.4,22,SSH,18.089473009109497,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,60023,192.168.1.1,53,udp,0.034087896,44,439,SF,1,1,0,Dd,1,72,1,467
192.168.1.4,39108,192.168.1.1,53,udp,0.104032993,41,163,SF,1,1,0,Dd,1,69,1,191
192.168.1.4,54749,192.168.1.1,53,udp,0.00838995,55,116,SF,1,1,0,Dd,1,83,1,144
192.168.1.4,60590,15.197.193.217,443,udp,120.3925359,3737,8758,SF,1,0,0,ShADadfF,23,4941,25,10066
192.168.1.4,48170,192.168.1.1,53,udp,123.7446549,2435,27947,SF,1,0,0,ShADadFf,23,3639,26,29307
192.168.1.4,59718,192.168.1.1,53,udp,0.003100872,49,232,SF,1,1,0,Dd,1,77,1,260
192.168.1.4,45397,192.168.1.1,53,udp,0.082387924,87,443,SF,1,1,0,Dd,1,115,1,471
192.168.1.4,56854,172.253.122.97,443,udp,120.0955141,2395,10580,SF,1,0,0,ShADadfF,18,3339,20,11628
192.168.1.6,41022,192.168.1.4,22,SSH,18.088451147079468,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,35656,192.168.1.4,22,SSH,18.08864903450012,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,45202,52.21.80.52,443,tcp,44.19539309,1772,176,SF,1,0,0,ShADadFRf,8,2172,7,548
192.168.1.4,36001,192.168.1.1,53,udp,0.007251978,45,176,SF,1,1,0,Dd,1,73,1,204
192.168.1.4,59646,192.168.1.1,53,udp,31.11442995,2613,5891,SF,1,0,0,ShADadFf,14,3193,16,6543
192.168.1.4,34800,192.168.1.1,53,udp,0.002624989,49,99,SF,1,1,0,Dd,1,77,1,127
192.168.1.4,33145,192.168.1.1,53,udp,35.19196415,2509,5916,SF,1,0,0,ShADadFf,14,3245,14,6652
192.168.1.4,46115,172.253.62.157,443,udp,0.004441977,44,340,SF,1,1,0,IIiiiIhhhHHhH,1,72,1,368
192.168.1.4,60122,172.64.152.105,443,tcp,180.966068,2681,5593,RSTO,1,0,0,ShADadRf,21,3769,18,6537
192.168.1.6,52752,192.168.1.4,22,SSH,18.08819317817688,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,46738,192.168.1.1,53,udp,0.092154026,51,172,SF,1,1,0,Dd,1,79,1,200
192.168.1.4,53774,192.168.1.1,53,udp,0.059783936,49,189,SF,1,1,0,Dd,1,77,1,217
192.168.1.4,36799,192.168.1.1,53,udp,0.172126055,39,150,SF,1,1,0,Dd,1,67,1,178
192.168.1.4,33555,192.168.1.1,53,udp,0.060148954,55,175,SF,1,1,0,Dd,1,83,1,203
192.168.1.6,56148,192.168.1.4,22,SSH,0.000814915,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,36528,192.168.1.4,22,SSH,0.000747919,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,58266,35.244.154.8,443,tcp,464.2417591,2664,7521,SF,1,0,0,ShADadFf,27,4076,25,8829
192.168.1.6,44328,192.168.1.4,22,SSH,16.609055042266846,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,47942,34.120.15.67,443,tcp,0.040071011,1883,5667,SF,1,0,0,ShADadFfRR,12,2479,10,6195
192.168.1.4,58708,192.168.1.1,53,udp,0.002280951,55,137,SF,1,1,0,Dd,1,83,1,165
192.168.1.6,46036,192.168.1.4,22,SSH,18.09006404876709,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,48422,35.186.224.24,443,tcp,60.62042785,1789,4075,SF,1,0,0,ShADadFf,11,2369,9,4551
192.168.1.4,33964,192.168.1.1,53,udp,0.002190113,51,111,SF,1,1,0,Dd,1,79,1,139
192.168.1.4,35117,192.168.1.1,53,udp,0.013809919,50,402,SF,1,1,0,Dd,1,78,1,430
192.168.1.4,48690,74.119.117.16,443,tcp,1.865640163,2513,4511,SF,1,0,0,ShADadFRf,17,3381,12,5143
192.168.1.4,42421,192.168.1.1,53,udp,0.01233387,64,130,SF,1,1,0,Dd,1,92,1,158
192.168.1.6,43554,192.168.1.4,22,SSH,16.585681915283203,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,41761,192.168.1.1,53,udp,0.001157999,46,96,SF,1,1,0,Dd,1,74,1,124
192.168.1.4,55778,142.251.111.149,443,udp,0.236078024,6416,12771,SF,1,0,0,Dd,21,7004,25,13471
192.168.1.4,34691,192.168.1.1,53,udp,0.004407883,61,111,SF,1,1,0,Dd,1,89,1,139
192.168.1.4,46134,192.168.1.1,53,udp,0.008598089,45,436,SF,1,1,0,Dd,1,73,1,464
192.168.1.4,35552,52.85.132.46,443,udp,0.006849051,44,175,SF,1,1,0,Dd,1,72,1,203
192.168.1.4,45307,192.168.1.1,53,DNS,0.001746178,58,418,SF,1,1,0,Dd,1,86,1,446
192.168.1.4,54520,192.168.1.1,53,udp,0.00219512,47,112,SF,1,1,0,Dd,1,75,1,140
192.168.1.4,58562,52.179.73.39,443,tcp,4.135897875,0,0,S0,1,0,0,S,5,300,0,0
192.168.1.4,33108,192.168.1.1,53,udp,0.001964092,41,630,SF,1,1,0,Dd,1,69,1,658
192.168.1.6,33704,192.168.1.4,22,SSH,18.090016841888428,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,51690,192.168.1.4,22,SSH,16.62682604789734,1631,2086,SF,1,1,0,ShADadFf,17,2523,24,3342
192.168.1.4,53810,162.247.243.29,443,tcp,107.806366,2547,4975,SF,1,0,0,ShADadFfR,18,3467,19,5971
192.168.1.4,43092,172.253.62.94,443,tcp,240.0583661,2480,225801,SF,1,0,0,ShADadFf,88,7064,143,233245
192.168.1.4,55450,192.168.1.1,53,udp,0.049792051,49,270,SF,1,1,0,Dd,1,77,1,298
192.168.1.4,44532,104.90.96.237,443,tcp,3.069572926,2485,123867,SF,1,0,0,ShADadFfR,60,5589,99,129023
192.168.1.6,42352,192.168.1.4,22,SSH,18.087892055511475,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,41211,192.168.1.1,53,udp,0.001991034,50,128,SF,1,1,0,Dd,1,78,1,156
192.168.1.4,59044,172.253.122.97,443,tcp,0.048489094,1762,5751,SF,1,0,0,ShADaFdRfR,9,2178,8,6175
192.168.1.6,58454,192.168.1.4,22,SSH,0.000593185,23,22,SF,1,1,0,ShAdfDrrFr,5,291,6,306
192.168.1.4,34214,3.81.174.250,443,tcp,2.75671792,1903,3965,SF,1,0,0,ShADadFRf,12,2499,10,4493
192.168.1.4,55280,192.168.1.1,53,udp,0.024396181,48,454,SF,1,1,0,Dd,1,76,1,482
192.168.1.6,51840,192.168.1.4,22,SSH,18.086502075195312,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,45412,142.251.111.148,443,tcp,240.2287948,3501,8585,SF,1,0,0,ShADadFf,27,4913,30,10153
192.168.1.4,58379,192.168.1.1,53,udp,0.002295017,81,163,SF,1,1,0,Dd,1,109,1,191
192.168.1.4,35327,142.251.16.101,443,udp,0.043464899,52,309,SF,1,1,0,Dd,1,80,1,337
192.168.1.4,53310,23.194.131.11,443,tcp,202.2561471,3189,892,SF,1,0,0,ShADadFfR,14,3901,13,1576
192.168.1.4,51733,104.18.36.155,443,udp,0.074116945,4154,7556,SF,1,0,0,Dd,10,4434,11,7864
192.168.1.4,45789,192.168.1.1,53,udp,0.00259614,43,387,SF,1,1,0,Dd,1,71,1,415
192.168.1.4,51524,68.67.161.208,443,udp,0.048373938,45,302,SF,1,1,0,Dd,1,73,1,330
192.168.1.4,45745,192.168.1.1,53,udp,124.0695338,2838,20781,SF,1,0,0,ShADadFf,24,4094,28,22245
192.168.1.4,33118,192.168.1.1,53,udp,0.015334129,47,469,SF,1,1,0,Dd,1,75,1,497
192.168.1.4,55212,142.251.167.106,443,udp,2.248247862,5585,10009,SF,1,0,0,Dd,17,6061,17,10485
192.168.1.4,49310,192.168.1.1,53,udp,0.001848936,40,376,SF,1,1,0,Dd,1,68,1,404
192.168.1.6,34840,192.168.1.4,22,SSH,16.586158990859985,1655,2086,SF,1,1,0,ShADadFf,17,2547,22,3238
192.168.1.6,37010,192.168.1.4,22,SSH,18.08818292617798,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,57206,192.168.1.4,22,SSH,18.08933591842652,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,54965,142.251.163.147,443,udp,0.112169027,5848,9878,SF,1,0,0,Dd,11,6156,14,10270
192.168.1.6,43498,192.168.1.4,22,SSH,0.000540018,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,47919,192.168.1.1,53,udp,242.1475439,2406,4635,SF,1,0,0,IIiiiIhhHhHhH,18,3326,20,5683
192.168.1.4,40770,54.205.204.21,443,tcp,41.76771617,40262,7393,SF,1,0,0,ShADadFf,33,41986,31,9013
192.168.1.4,56922,34.117.228.201,443,tcp,5.132716179,4632,5776,SF,1,0,0,ShADadfF,13,5316,14,6512
192.168.1.4,38602,192.168.1.1,53,udp,0.002282858,56,288,SF,1,1,0,Dd,1,84,1,316
192.168.1.6,53088,192.168.1.4,22,SSH,18.094655990600582,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,46796,192.168.1.4,22,SSH,18.087680101394653,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,33207,192.168.1.1,53,udp,0.003761053,51,112,SF,1,1,0,Dd,1,79,1,140
192.168.1.4,42601,34.120.202.204,443,udp,0.012818098,52,113,SF,1,1,0,Dd,1,80,1,141
192.168.1.4,33617,192.168.1.1,53,udp,0.00138998,53,114,SF,1,1,0,Dd,1,81,1,142
192.168.1.4,44514,20.114.189.135,443,tcp,10.98153901,2898,5896,RSTO,1,0,0,ShADadfR,13,3594,13,6580
192.168.1.4,45882,192.168.1.1,53,udp,0.205559969,17693,41226,SF,1,0,0,Dd,63,19457,65,43046
192.168.1.6,36092,192.168.1.4,22,SSH,18.091887,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,50874,192.168.1.1,53,udp,0.01533699,47,560,SF,1,1,0,Dd,1,75,1,588
192.168.1.4,49618,104.90.96.237,443,tcp,11.88859987,6277,146813,SF,1,0,0,ShADadFRf,129,12969,154,154829
192.168.1.6,34874,192.168.1.4,22,SSH,18.089160919189453,1647,2086,SF,1,1,0,ShADadFf,17,2539,22,3238
192.168.1.4,59175,192.168.1.1,53,DNS,0.002137899,58,418,SF,1,1,0,Dd,1,86,1,446
192.168.1.6,49822,192.168.1.4,22,SSH,16.594141006469727,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,47714,52.23.109.101,443,udp,0.001111984,52,113,SF,1,1,0,Dd,1,80,1,141
192.168.1.4,46427,192.168.1.1,53,udp,0.027122021,45,133,SF,1,1,0,Dd,1,73,1,161
192.168.1.4,33334,142.251.167.105,443,udp,0.009126902,63,123,SF,1,1,0,IIiiiIhhhHHhH,1,91,1,151
192.168.1.4,56082,23.83.76.57,443,tcp,0.339985132,2823,1263,SF,1,0,0,ShADadFfR,10,3327,7,1635
192.168.1.4,34488,192.168.1.1,53,udp,0.025686026,49,352,SF,1,1,0,Dd,1,77,1,380
192.168.1.6,59190,192.168.1.4,22,SSH,18.08921813964844,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.6,34852,192.168.1.4,22,SSH,18.088510036468502,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,35099,192.168.1.1,53,udp,0.001787901,49,389,SF,1,1,0,Dd,1,77,1,417
192.168.1.4,39672,192.168.1.1,53,udp,0.014612913,52,112,SF,1,1,0,Dd,1,80,1,140
192.168.1.4,59878,192.168.1.1,53,udp,0.005136013,56,122,SF,1,1,0,Dd,1,84,1,150
192.168.1.4,53864,54.231.195.161,443,udp,0.005537033,59,349,SF,1,1,0,Dd,1,87,1,377
192.168.1.4,57788,192.168.1.1,53,udp,0.001924992,49,127,SF,1,1,0,Dd,1,77,1,155
192.168.1.4,60264,192.168.1.1,53,udp,0.001550913,75,141,SF,1,1,0,Dd,1,103,1,169
192.168.1.4,37784,37.157.6.254,443,tcp,44.04853106,2728,5699,SF,1,0,0,ShADadFf,17,3620,15,6487
192.168.1.4,54059,142.251.163.154,443,udp,0.002213955,61,111,SF,1,1,0,IIiiiIhhHhHhH,1,89,1,139
192.168.1.6,37352,192.168.1.4,22,SSH,18.08946895599365,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,40664,192.168.1.4,22,SSH,18.089189052581787,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,59114,172.253.62.102,443,udp,0.025303841,48,266,SF,1,1,0,IIiiihhhIHHhH,1,76,1,294
192.168.1.4,59805,192.168.1.1,53,udp,0.001189947,92,174,SF,1,1,0,Dd,1,120,1,202
192.168.1.6,44864,192.168.1.4,22,SSH,18.090059995651245,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,36190,192.168.1.4,22,SSH,16.585055112838745,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.6,55112,192.168.1.4,22,SSH,18.093199968338013,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,37254,23.93.86.2,443,tcp,0.239258051,3061,8603,SF,1,0,0,ShADadfF,10,3589,11,9183
192.168.1.4,54818,192.168.1.1,53,udp,0.031092882,58,129,SF,1,1,0,Dd,1,86,1,157
192.168.1.6,44350,192.168.1.4,22,SSH,0.00061512,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,57051,192.168.1.1,53,udp,0.003000975,43,177,SF,1,1,0,Dd,1,71,1,205
192.168.1.4,44103,192.168.1.1,53,udp,0.002496958,72,146,SF,1,1,0,Dd,1,100,1,174
192.168.1.4,37658,69.194.240.11,443,udp,0.00206089,40,228,SF,1,1,0,Dd,1,68,1,256
192.168.1.4,44240,192.168.1.1,53,udp,0.863780022,5298,11958,SF,1,0,0,ShADadFf,17,5998,15,12570
192.168.1.4,53116,185.184.8.90,443,tcp,0.303884983,1837,3969,SF,1,0,0,ShADadFRfR,12,2421,9,4445
192.168.1.4,38019,192.168.1.1,53,udp,0.020946026,48,479,SF,1,1,0,Dd,1,76,1,507
192.168.1.4,40454,192.168.1.1,53,udp,0.005915165,52,112,SF,1,1,0,Dd,1,80,1,140
192.168.1.4,39516,34.111.113.62,443,udp,0.01704812,57,589,SF,1,1,0,IIiishhHH,1,85,1,617
192.168.1.4,37724,104.90.28.203,443,udp,0,44,263,SF,0,1,0,Dd,1,72,1,291
192.168.1.4,38756,146.75.30.109,443,udp,0,4942,17811,SF,0,0,0,Dd,17,5418,26,18539
192.168.1.6,37818,192.168.1.4,22,SSH,18.089550971984863,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.6,44978,192.168.1.4,22,SSH,16.58527421951294,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,38544,192.168.1.4,22,SSH,16.586390018463135,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,47863,192.168.1.1,53,udp,0.014895916,63,123,SF,1,1,0,Dd,1,91,1,151
192.168.1.4,54788,192.168.1.1,53,udp,0.016048908,93,400,SF,1,1,0,Dd,1,121,1,428
192.168.1.6,42856,192.168.1.4,22,SSH,0.000277042,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,42366,34.107.165.188,443,udp,0.002138853,60,141,SF,1,1,0,Dd,1,88,1,169
192.168.1.4,60837,192.168.1.1,53,udp,6.026526928,2693,11887,RSTR,1,0,0,ShADadFr,17,3585,15,12663
192.168.1.4,39428,192.168.1.1,53,DNS,0.000538826,47,63,SF,1,1,0,Dd,1,75,1,91
192.168.1.4,33484,192.168.1.1,53,udp,0.009598017,86,168,SF,1,1,0,Dd,1,114,1,196
192.168.1.4,50063,192.168.1.1,53,udp,0.001216173,49,114,SF,1,1,0,Dd,1,77,1,142
192.168.1.4,41229,192.168.1.1,53,udp,0.002243042,50,265,SF,1,1,0,Dd,1,78,1,293
192.168.1.6,49882,192.168.1.4,22,SSH,18.08832216262817,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.6,51570,192.168.1.4,22,SSH,16.58546519,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,48181,192.168.1.1,53,DNS,0.001792192,58,418,SF,1,1,0,Dd,1,86,1,446
192.168.1.6,50470,192.168.1.4,22,SSH,16.585871934890747,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,60774,192.168.1.4,22,SSH,18.09769105911255,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,43989,192.168.1.1,53,udp,0.031009912,57,453,SF,1,1,0,Dd,1,85,1,481
192.168.1.4,52145,192.168.1.1,53,udp,0.004607916,33,101,SF,1,1,0,Dd,1,61,1,129
192.168.1.4,42066,104.22.36.96,443,udp,120.4243469,3567,422200,SF,1,0,10136,ShADadgfF,129,10283,204,432816
192.168.1.4,46834,146.75.29.55,443,tcp,157.56532,11691,1013293,SF,1,0,0,ShADadtFRf,294,26975,435,1035921
192.168.1.4,56798,172.253.122.132,443,udp,0.004295111,47,397,SF,1,1,0,IIiiihhIHH,1,75,1,425
192.168.1.4,38410,35.244.154.8,443,udp,0.038204193,56,225,SF,1,1,0,Dd,1,84,1,253
192.168.1.4,55958,18.238.11.96,443,udp,0.003602028,42,145,SF,1,1,0,Dd,1,70,1,173
192.168.1.4,45732,172.253.62.102,443,udp,0.001682043,79,280,SF,1,1,0,IIiiihhhIHHhH,1,107,1,308
192.168.1.4,36321,34.111.113.62,443,udp,0.058554888,2734,5606,SF,1,0,0,Dd,5,2874,7,5802
192.168.1.4,53450,192.168.1.1,53,udp,0.001245975,48,104,SF,1,1,0,Dd,1,76,1,132
192.168.1.6,51196,192.168.1.4,22,SSH,18.08567905426025,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,48106,23.73.207.155,80,udp,0.001329899,88,159,SF,1,1,0,Dd,1,116,1,187
192.168.1.6,35962,192.168.1.4,22,SSH,0.000761032,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,41428,192.168.1.4,22,SSH,18.09028911590576,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,41894,23.212.249.78,443,tcp,120.918035,2727,4542,SF,1,0,0,ShADadfF,22,3879,25,5850
192.168.1.4,47911,142.251.111.148,443,udp,0.006841183,41,110,SF,1,1,0,Dd,1,69,1,138
192.168.1.6,45700,192.168.1.4,22,SSH,18.087773084640503,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,59890,104.18.25.173,443,tcp,0.078451157,1760,3455,SF,1,0,0,ShADadFf,8,2184,6,3775
192.168.1.6,51858,192.168.1.4,22,SSH,18.09148597717285,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,56536,192.168.1.1,53,udp,0.001663923,44,192,SF,1,1,0,Dd,1,72,1,220
192.168.1.6,51258,192.168.1.4,22,SSH,16.58562994003296,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,36345,192.168.1.1,53,udp,0.007428885,50,149,SF,1,1,0,Dd,1,78,1,177
192.168.1.6,53242,192.168.1.4,22,SSH,18.090574026107788,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,53865,172.253.63.155,443,udp,0.003994942,80,150,SF,1,1,0,IIiiihhhIHHhH,1,108,1,178
192.168.1.4,36613,192.168.1.1,53,udp,186.6413748,2452,6665,SF,1,0,0,ShADadFf,20,3500,19,7661
192.168.1.6,43888,192.168.1.4,22,SSH,0.000451088,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,49393,192.168.1.1,53,udp,0.188288927,42,318,SF,1,1,0,Dd,1,70,1,346
192.168.1.4,50740,192.168.1.1,53,udp,0.029061794,51,496,SF,1,1,0,Dd,1,79,1,524
