id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
192.168.1.6,46560,192.168.1.4,22,SSH,18.088622093200684,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,45548,192.168.1.1,53,udp,0.021745205,43,108,SF,1,1,0,Dd,1,71,1,136
192.168.1.4,54412,99.84.191.91,443,tcp,0.044632912,1818,6108,SF,1,0,0,ShADadFRf,10,2322,9,6584
192.168.1.4,55978,192.168.1.1,53,udp,0.001863956,45,110,SF,1,1,0,Dd,1,73,1,138
192.168.1.4,53310,23.194.131.11,443,udp,0.005092144,85,167,SF,1,1,0,Dd,1,113,1,195
192.168.1.6,41000,192.168.1.4,22,SSH,18.088222980499268,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.6,51060,192.168.1.4,22,SSH,18.09061288833618,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,56494,192.168.1.1,53,udp,13.33898902,1842,6405,SF,1,0,0,ShADadfF,12,2474,10,6929
192.168.1.4,45818,34.199.85.59,443,udp,0.06170392,2701,418,RSTO,1,0,0,ShADadfR,7,3073,6,738
192.168.1.4,55458,3.166.192.61,443,tcp,2.881514072,2461,5508,SF,1,0,0,ShADadFf,15,3249,13,6192
192.168.1.4,41310,142.251.179.113,443,udp,0.107795,7296,10306,SF,1,0,0,Dd,16,7744,18,10810
192.168.1.6,45686,192.168.1.4,22,SSH,18.13381004333496,1615,2086,SF,1,1,0,ShADadFf,17,2507,24,3342
192.168.1.4,51583,192.168.1.1,53,udp,0.009922981,60,112,SF,1,1,0,Dd,1,88,1,140
192.168.1.4,43042,3.213.224.199,443,tcp,11.93990707,53418,656292,SF,1,0,10136,ShADadgFRf,184,62970,293,671536
192.168.1.4,39230,192.168.1.1,53,udp,0.002711058,41,229,SF,1,1,0,Dd,1,69,1,257
192.168.1.4,39119,192.168.1.1,53,udp,0.02401495,51,154,SF,1,1,0,Dd,1,79,1,182
192.168.1.4,50932,192.168.1.1,53,udp,0.000516891,60,60,SF,1,1,0,Dd,1,88,1,88
192.168.1.6,38246,192.168.1.4,22,SSH,16.587262868881226,1655,2086,SF,1,1,0,ShADadFf,17,2547,22,3238
192.168.1.4,50779,192.168.1.1,53,udp,0.001512051,45,236,SF,1,1,0,Dd,1,73,1,264
192.168.1.4,59724,199.38.167.130,443,udp,0.102278948,5077,9466,SF,1,0,0,Dd,12,5413,13,9830
192.168.1.4,37441,192.168.1.1,53,udp,0.044195175,44,494,SF,1,1,0,Dd,1,72,1,522
192.168.1.4,57766,31.13.66.19,443,tcp,44.23016882,2948,78051,SF,1,0,0,ShADadFf,41,5088,67,81543
192.168.1.4,60646,192.168.1.1,53,udp,0.004627943,60,120,SF,1,1,0,Dd,1,88,1,148
192.168.1.6,47564,192.168.1.4,22,SSH,0.000427961,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,58924,172.253.62.94,443,tcp,60.06658697,1833,6349,SF,1,0,0,ShADadFf,12,2465,10,6877
192.168.1.4,45882,192.168.1.1,53,udp,0.185992956,50,307,SF,1,1,0,Dd,1,78,1,335
192.168.1.4,38742,146.75.30.109,443,udp,0,2736,4946,SF,0,0,0,Dd,5,2876,7,5142
192.168.1.4,50982,172.253.63.154,443,udp,0.001566887,60,121,SF,1,1,0,Dd,1,88,1,149
192.168.1.4,53379,192.168.1.1,53,udp,155.470211,2672,132106,SF,1,0,0,ShADadFf,67,6164,65,135494
192.168.1.4,51906,216.239.36.54,443,tcp,0.051645994,1835,13738,SF,1,0,0,ShADadFRf,14,2547,12,14370
192.168.1.4,33746,99.86.229.8,443,tcp,12.70769882,2434,60695,SF,1,0,0,ShADadFf,33,4158,42,62887
192.168.1.4,37292,104.90.96.237,443,tcp,120.2695289,2884,5292,SF,1,0,0,ShADadfF,22,4036,24,6548
192.168.1.4,59641,192.168.1.1,53,udp,0.003371,50,107,SF,1,1,0,Dd,1,78,1,135
192.168.1.4,38888,23.205.106.19,443,udp,3.205681086,2978,4614,SF,1,0,0,IIiiihhhIHHH,10,3506,9,5090
192.168.1.4,44436,192.168.1.1,53,udp,0.045878887,48,472,SF,1,1,0,Dd,1,76,1,500
192.168.1.4,50001,192.168.1.1,53,udp,0.034693956,48,130,SF,1,1,0,Dd,1,76,1,158
192.168.1.4,54179,192.168.1.1,53,udp,0.046444893,48,444,SF,1,1,0,Dd,1,76,1,472
192.168.1.4,48769,192.168.1.1,53,udp,0.012584925,56,101,SF,1,1,0,Dd,1,84,1,129
192.168.1.4,33156,23.205.105.62,443,udp,0.01586318,49,405,SF,1,1,0,IIiiihhhIHHhH,1,77,1,433
192.168.1.4,41815,192.168.1.1,53,udp,30.1116128,3763,5304,SF,1,0,0,ShADadFRf,19,4735,17,6196
192.168.1.4,50729,52.85.132.46,443,udp,0.061120033,2865,8547,SF,1,0,0,Dd,8,3089,10,8827
192.168.1.4,49140,142.251.16.156,443,tcp,3.831339836,2633,6951,SF,1,0,0,ShADadFf,17,3525,17,7843
192.168.1.4,46996,172.253.115.132,443,udp,0.068408012,43,127,SF,1,1,0,Dd,1,71,1,155
192.168.1.4,38640,132.145.172.253,443,udp,60.21809292,1865,6351,SF,1,0,0,ShADadFf,11,2445,9,6827
192.168.1.6,34674,192.168.1.4,22,SSH,18.08989715576172,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.4,51856,35.71.139.29,443,tcp,42.83758998,1819,5695,SF,1,0,0,ShADadtFf,13,2515,11,7418
192.168.1.6,47432,192.168.1.4,22,SSH,0.000838041,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,53340,192.168.1.4,22,SSH,18.089608907699585,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,37506,23.205.105.36,443,udp,0.084603071,4086,67786,SF,1,0,0,Dd,35,5066,63,69550
192.168.1.4,37872,3.93.156.155,443,tcp,5.741440058,5606,5238,SF,1,0,0,ShADadFf,16,6446,13,5922
192.168.1.4,37295,192.168.1.1,53,udp,0.011852026,52,114,SF,1,1,0,Dd,1,80,1,142
192.168.1.4,48379,192.168.1.1,53,udp,0.043399096,54,154,SF,1,1,0,Dd,1,82,1,182
192.168.1.4,33223,192.168.1.1,53,udp,0.107629061,48,266,SF,1,1,0,Dd,1,76,1,294
192.168.1.4,46031,192.168.1.1,53,udp,0.001384974,55,119,SF,1,1,0,Dd,1,83,1,147
192.168.1.4,54227,192.168.1.1,53,udp,0.020381927,43,320,SF,1,1,0,Dd,1,71,1,348
192.168.1.4,46869,192.168.1.1,53,udp,0.009351969,53,113,SF,1,1,0,Dd,1,81,1,141
192.168.1.6,36344,192.168.1.4,22,SSH,18.08827996253968,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,58940,172.64.149.180,443,udp,0.107754946,61,360,SF,1,1,0,Dd,1,89,1,388
192.168.1.4,44608,172.253.122.97,443,udp,0.018151045,46,443,SF,1,1,0,Dd,1,74,1,471
192.168.1.4,58108,192.168.1.1,53,udp,0.022016048,43,240,SF,1,1,0,Dd,1,71,1,268
192.168.1.6,43036,192.168.1.4,22,SSH,18.09327006340027,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,34041,192.168.1.1,53,udp,0.274908066,52,114,SF,1,1,0,Dd,1,80,1,142
192.168.1.4,45102,172.253.63.95,443,udp,0.005220175,41,223,SF,1,1,0,Dd,1,69,1,251
192.168.1.6,43552,192.168.1.4,22,SSH,18.08944010734558,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,56908,192.168.1.1,53,udp,0.029659986,45,441,SF,1,1,0,Dd,1,73,1,469
192.168.1.4,47106,172.64.155.73,443,tcp,10.08044791,2607,6959,SF,1,0,0,ShADadfF,15,3395,16,7799
192.168.1.4,39136,192.168.1.1,53,udp,0.002104998,41,206,SF,1,1,0,Dd,1,69,1,234
192.168.1.4,45709,192.168.1.1,53,udp,60.112993,2572,9978,SF,1,0,0,ShADadFf,18,3516,17,10870
192.168.1.4,39836,104.90.28.239,443,tcp,121.8844309,3594,296942,SF,1,0,0,ShADadfF,124,10050,204,307558
192.168.1.6,53750,192.168.1.4,22,SSH,18.08925700187683,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,58164,104.17.208.240,443,tcp,108.3550811,2647,13733,SF,1,0,0,ShADadFf,22,3799,23,14937
192.168.1.6,46494,192.168.1.4,22,SSH,0.000430822,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,36706,192.168.1.4,22,SSH,18.08926010131836,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,46022,192.168.1.1,53,udp,0.056282043,3987,8582,SF,1,0,0,IIiishhHH,6,4155,9,8834
192.168.1.4,36573,192.168.1.1,53,udp,421.501837,2422,5154,SF,1,0,0,ShADadFf,27,3834,24,6410
192.168.1.6,33714,192.168.1.4,22,SSH,16.59145498275757,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.6,59978,192.168.1.4,22,SSH,0.005661964,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,33461,172.253.122.100,443,udp,2.24938798,2485,5426,SF,1,0,0,IIiiiIhhhHHhH,19,3481,16,6266
192.168.1.6,45940,192.168.1.4,22,SSH,18.12240195274353,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,55384,192.168.1.4,22,SSH,16.58536696434021,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.4,55286,37.157.6.232,443,udp,0.009355068,45,412,SF,1,1,0,Dd,1,73,1,440
192.168.1.4,56986,192.168.1.1,53,udp,0.003195047,48,107,SF,1,1,0,Dd,1,76,1,135
192.168.1.6,60816,192.168.1.4,22,SSH,0.00067091,58,250,SF,1,1,0,Dd,1,86,1,278
192.168.1.4,36094,185.125.190.96,80,HTTP,18.08908700942993,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,58203,142.251.16.156,443,udp,0.053896904,99,566,SF,1,1,0,Dd,1,127,1,594
192.168.1.6,53690,192.168.1.4,22,SSH,18.09071493148804,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,37694,192.168.1.1,53,udp,0.06734395,50,569,SF,1,1,0,Dd,1,78,1,597
192.168.1.4,55690,174.137.133.32,443,tcp,0.057787895,2893,2295,RSTO,1,0,0,ShADadfR,8,3317,9,2771
192.168.1.4,49352,192.168.1.1,53,DNS,0.001729012,58,562,SF,1,1,0,Dd,1,86,1,590
192.168.1.4,44837,192.168.1.1,53,udp,0.036588907,46,318,SF,1,1,0,Dd,1,74,1,346
192.168.1.4,38498,192.168.1.1,53,udp,0.00773716,49,259,SF,1,1,0,Dd,1,77,1,287
192.168.1.4,49384,104.18.3.179,443,tcp,57.16941309,13829,16878,SF,1,0,0,ShADadFf,34,15605,35,18718
192.168.1.4,53126,31.13.71.36,443,tcp,62.034585,2649,3090,SF,1,0,0,ShADadFf,14,3385,13,3774
192.168.1.4,42077,192.168.1.1,53,udp,0.00162816,56,117,SF,1,1,0,Dd,1,84,1,145
192.168.1.6,53802,192.168.1.4,22,SSH,18.08761001,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,43744,23.213.74.28,443,tcp,120.7337821,2774,133667,SF,1,0,0,ShADadfF,66,6214,110,139395
192.168.1.4,35178,68.67.160.75,443,udp,0,6603,52020,SF,0,0,0,Dd,43,7807,64,53812
192.168.1.4,53145,192.168.1.1,53,udp,0.002624035,58,139,SF,1,1,0,Dd,1,86,1,167
192.168.1.4,41584,172.253.122.132,443,udp,0.020844936,60,121,SF,1,1,0,Dd,1,88,1,149
192.168.1.4,45415,192.168.1.1,53,udp,0.052922964,50,456,SF,1,1,0,Dd,1,78,1,484
192.168.1.4,39698,45.76.14.250,443,udp,0.098495007,3617,38326,SF,1,0,0,Dd,22,4233,35,39306
192.168.1.4,55682,192.168.1.1,53,udp,0.016629934,51,201,SF,1,1,0,Dd,1,79,1,229
192.168.1.4,39717,192.168.1.1,53,udp,0.009564877,54,111,SF,1,1,0,Dd,1,82,1,139
192.168.1.4,34965,192.168.1.1,53,udp,0.001560926,55,119,SF,1,1,0,Dd,1,83,1,147
192.168.1.4,50180,142.251.16.101,443,tcp,130.3183391,2657,9376,SF,1,0,0,ShADadFf,18,3601,19,10372
192.168.1.4,34622,204.79.197.237,443,udp,0.089406013,46,436,SF,1,1,0,Dd,1,74,1,464
192.168.1.6,36580,192.168.1.4,22,SSH,18.08792018890381,1647,2086,SF,1,1,0,ShADadFf,17,2539,22,3238
192.168.1.4,54378,68.67.160.75,443,udp,0,4782,14829,SF,0,0,0,Dd,15,5202,17,15305
192.168.1.4,53536,31.13.66.19,443,udp,0.094123125,48,173,SF,1,1,0,Dd,1,76,1,201
192.168.1.4,50783,192.168.1.1,53,udp,0.103286982,48,320,SF,1,1,0,Dd,1,76,1,348
192.168.1.4,45569,192.168.1.1,53,udp,0.00228405,44,101,SF,1,1,0,Dd,1,72,1,129
192.168.1.4,36616,192.168.1.1,53,udp,0.190291166,49,188,SF,1,1,0,Dd,1,77,1,216
192.168.1.4,55464,192.168.1.1,53,udp,0.022510052,41,161,SF,1,1,0,Dd,1,69,1,189
192.168.1.4,45914,35.241.45.82,443,tcp,401.119199,15280,5674,SF,1,0,0,ShADadFf,29,16796,32,7346
192.168.1.6,36562,192.168.1.4,22,SSH,18.08839702606201,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,58804,3.33.220.150,443,tcp,2.848826885,2761,5164,SF,1,0,0,ShADadFf,17,3653,14,5900
192.168.1.4,57087,192.168.1.1,53,udp,0.002355099,48,379,SF,1,1,0,Dd,1,76,1,407
192.168.1.4,50622,192.168.1.1,53,udp,18.7602551,7904,9348,SF,1,0,0,Dd,16,8352,19,9880
192.168.1.4,56450,3.166.192.31,443,tcp,2.802478075,2631,6511,SF,1,0,0,ShADadFf,12,3263,11,7091
192.168.1.4,34878,192.168.1.1,53,udp,0.016218901,50,219,SF,1,1,0,Dd,1,78,1,247
192.168.1.4,56882,192.168.1.1,53,udp,120.4468372,3777,359534,SF,1,0,0,ShADadFf,127,10389,165,368122
192.168.1.6,33552,192.168.1.4,22,SSH,18.08931803703308,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,51953,192.168.1.1,53,udp,0.001259089,44,101,SF,1,1,0,Dd,1,72,1,129
192.168.1.6,38600,192.168.1.4,22,SSH,0.000585079,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,54245,192.168.1.1,53,udp,0.001358986,62,127,SF,1,1,0,Dd,1,90,1,155
192.168.1.6,45624,192.168.1.4,22,SSH,16.58622908592224,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,45286,192.168.1.4,22,SSH,0.001852036,58,562,SF,1,1,0,Dd,1,86,1,590
192.168.1.4,34721,192.168.1.1,53,udp,0.004124165,41,223,SF,1,1,0,Dd,1,69,1,251
192.168.1.4,54902,192.168.1.1,53,udp,12.75492406,1904,5206,SF,1,0,0,ShADadfF,11,2484,13,5890
192.168.1.4,40474,3.221.157.156,443,tcp,31.84278703,1950,5647,SF,1,0,0,ShADadFf,11,2530,9,6123
192.168.1.4,43325,192.168.1.1,53,udp,0.005080938,49,106,SF,1,1,0,Dd,1,77,1,134
192.168.1.4,55823,192.168.1.1,53,udp,0.008654118,45,335,SF,1,1,0,Dd,1,73,1,363
192.168.1.6,41808,192.168.1.4,22,SSH,18.08797001838684,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,58278,23.40.60.155,443,tcp,120.378742,2632,7030487,SF,1,0,1597460,ShADadgtgttfF,951,58740,1533,7110211
192.168.1.4,56044,192.168.1.1,53,udp,0.124211073,51,752,SF,1,1,0,Dd,1,79,1,780
192.168.1.4,58350,3.85.153.87,443,tcp,77.93583107,27660,7176,SF,1,0,0,ShADadFRfR,61,30792,41,9316
192.168.1.6,33696,192.168.1.4,22,SSH,18.08966612815857,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,43188,54.236.140.88,443,tcp,0.045845032,1801,6303,SF,1,0,0,ShADadFRf,11,2333,9,6779
192.168.1.4,39422,192.168.1.1,53,udp,0.0440588,1816,4487,SF,1,0,0,ShADFadRfR,9,2232,8,4911
192.168.1.6,34800,192.168.1.4,22,SSH,16.585289001464844,1647,2086,SF,1,1,0,ShADadFf,17,2539,22,3238
192.168.1.6,49808,192.168.1.4,22,SSH,16.586908102035522,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,47022,192.168.1.1,53,udp,0.001188993,96,186,SF,1,1,0,Dd,1,124,1,214
192.168.1.4,41908,31.13.71.7,443,udp,35.14181995,3506,5787,SF,1,0,0,IIishhhHHh,17,4206,18,6531
192.168.1.4,37315,104.21.22.242,443,udp,0.049550056,42,211,SF,1,1,0,IIiiiihhIHHhH,1,70,1,239
192.168.1.4,42422,35.211.178.172,443,tcp,88.38576508,3356,4533,RSTO,1,0,0,ShADadfR,15,4144,11,5113
192.168.1.4,32880,192.168.1.1,53,udp,0.007392883,44,101,SF,1,1,0,Dd,1,72,1,129
192.168.1.4,48544,209.54.183.62,443,udp,0.005657911,68,145,SF,1,1,0,Dd,1,96,1,173
192.168.1.6,47514,192.168.1.4,22,SSH,16.58860206604004,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,39556,192.168.1.1,53,udp,0.085542917,37,106,SF,1,1,0,Dd,1,65,1,134
192.168.1.4,46036,192.168.1.1,53,udp,0.011573076,48,173,SF,1,1,0,Dd,1,76,1,201
192.168.1.6,59784,192.168.1.4,22,SSH,18.08900284767151,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,55780,192.168.1.1,53,udp,0.001966,42,266,SF,1,1,0,Dd,1,70,1,294
192.168.1.6,34950,192.168.1.4,22,SSH,18.08854603767395,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,34929,192.168.1.1,53,udp,60.08846903,1960,3221,RSTR,1,0,0,ShADadFr,9,2340,8,3553
192.168.1.6,35132,192.168.1.4,22,SSH,18.08704304695129,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,41131,192.168.1.1,53,udp,0.002724886,62,365,SF,1,1,0,Dd,1,90,1,393
192.168.1.4,37181,192.168.1.1,53,udp,0.009194136,55,120,SF,1,1,0,Dd,1,83,1,148
192.168.1.4,44410,142.251.111.132,443,udp,0.055593967,4014,8666,SF,1,0,0,Dd,7,4210,10,8946
192.168.1.4,37451,192.168.1.1,53,udp,212.782099,2454,43014,SF,1,0,0,ShADadFf,37,4386,39,45050
192.168.1.4,41921,192.168.1.1,53,udp,0.075812817,65,285,SF,1,1,0,Dd,1,93,1,313
192.168.1.4,42880,23.205.106.12,443,tcp,11.84203601,1842,3348,RSTO,1,0,0,ShADadfR,9,2330,12,3980
192.168.1.6,45026,192.168.1.4,22,SSH,18.08872103691101,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,42804,192.168.1.4,22,SSH,0.000825882,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,44514,20.114.189.135,443,tcp,138.846184,2463,6759,SF,1,0,0,ShADadFf,18,3407,16,7599
192.168.1.4,49298,142.251.163.95,443,udp,0.023938894,52,113,SF,1,1,0,Dd,1,80,1,141
192.168.1.4,57961,192.168.1.1,53,udp,0.016144991,48,472,SF,1,1,0,Dd,1,76,1,500
192.168.1.6,34258,192.168.1.4,22,SSH,0.00082612,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,40424,192.168.1.1,53,udp,0.042687893,47,402,SF,1,1,0,Dd,1,75,1,430
192.168.1.4,60718,104.19.147.8,443,udp,0.14083004,43,356,SF,1,1,0,Dd,1,71,1,384
192.168.1.4,55250,199.38.167.131,443,tcp,3.091160059,1890,6190,SF,1,0,0,ShADadFf,11,2470,10,6718
192.168.1.4,58917,192.168.1.1,53,udp,0.007750034,41,520,SF,1,1,0,Dd,1,69,1,548
192.168.1.4,40311,192.168.1.1,53,udp,0.005488157,50,321,SF,1,1,0,Dd,1,78,1,349
192.168.1.4,38370,18.160.41.121,443,udp,0.022510052,41,161,SF,1,1,0,Dd,1,69,1,189
192.168.1.4,56252,192.168.1.1,53,udp,0.002621174,57,138,SF,1,1,0,Dd,1,85,1,166
192.168.1.4,51394,23.22.36.133,443,tcp,5.45718503,2479,337830,SF,1,0,0,ShADadFfR,123,8859,187,347562
192.168.1.4,38370,172.253.115.132,443,tcp,2.636641979,1817,4986,SF,1,0,0,ShADadFfR,11,2373,11,5566
192.168.1.6,33608,192.168.1.4,22,SSH,18.08919095993042,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,34222,192.168.1.4,22,SSH,18.089082956314087,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,38436,192.168.1.4,22,SSH,18.08966493606568,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,56504,192.168.1.4,22,SSH,18.08889914,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,54148,192.168.1.1,53,udp,0.068892002,4026,8739,SF,1,0,0,Dd,7,4222,10,9019
192.168.1.4,42476,23.208.35.12,443,tcp,0.04282999,1737,6303,SF,1,0,0,ShADadFRfR,11,2281,9,6779
192.168.1.4,55142,192.168.1.1,53,udp,0.028350115,45,294,SF,1,1,0,Dd,1,73,1,322
192.168.1.6,44470,192.168.1.4,22,SSH,0.000584126,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.6,53346,192.168.1.4,22,SSH,18.089781999588013,1639,2086,SF,1,1,0,ShADadFf,17,2531,22,3238
192.168.1.6,32774,192.168.1.4,22,SSH,18.08854913711548,1655,2086,SF,1,1,0,ShADadFf,17,2547,22,3238
192.168.1.4,59003,192.168.1.1,53,udp,0.00287199,51,141,SF,1,1,0,Dd,1,79,1,169
192.168.1.4,51312,192.168.1.1,53,udp,0.017045021,43,166,SF,1,1,0,Dd,1,71,1,194
192.168.1.4,34646,18.218.190.50,443,tcp,2.852180958,3488,6179,SF,1,0,0,ShADadFfR,12,4096,11,6759
192.168.1.6,53750,192.168.1.4,22,SSH,15.083949089050291,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,60631,192.168.1.1,53,udp,0.550825119,2538,6503,SF,1,0,0,IIiishhhHHH,15,3326,15,7291
192.168.1.4,35132,192.168.1.1,53,udp,0.02372694,50,207,SF,1,1,0,Dd,1,78,1,235
192.168.1.4,46179,192.168.1.1,53,udp,0.010844946,51,112,SF,1,1,0,Dd,1,79,1,140
192.168.1.4,41656,104.244.42.194,443,tcp,242.7985101,7544,21126,SF,1,0,0,ShADadFRf,41,9660,41,23266
192.168.1.4,39306,63.251.28.210,443,tcp,2.266417027,2679,5010,SF,1,0,0,ShADaTdtFf,16,7481,12,5705
192.168.1.4,59398,13.107.21.239,443,udp,0,54,138,SF,0,1,0,Dd,1,82,1,166
192.168.1.6,54830,192.168.1.4,22,SSH,18.09148597717285,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,35932,192.168.1.4,22,SSH,16.596986055374146,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,51212,192.168.1.1,53,udp,0.000519991,47,47,SF,1,1,0,Dd,1,75,1,75
192.168.1.4,58244,192.168.1.1,53,udp,0.00104785,47,47,SF,1,1,0,Dd,1,75,1,75
192.168.1.4,50020,172.253.122.102,443,udp,0.599352837,7268,50640,SF,1,0,0,Dd,36,8276,55,52180
192.168.1.4,37994,192.168.1.1,53,udp,0.056889057,3980,8584,SF,1,0,0,Dd,6,4148,9,8836
192.168.1.6,36136,192.168.1.4,22,SSH,0.00068593,23,22,RSTR,1,1,0,ShADadr,4,239,5,278
192.168.1.4,44155,192.168.1.1,53,udp,3.963987827,11737,20742,SF,1,0,0,ShADadFf,35,13157,24,21714
192.168.1.6,59948,192.168.1.4,22,SSH,18.088338136672974,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,41855,192.168.1.1,53,udp,0.012814045,75,424,SF,1,1,0,Dd,1,103,1,452
192.168.1.4,59404,13.107.42.14,443,tcp,0,16419,4528,SF,0,0,0,ShADadFfR,21,17495,17,5432
192.168.1.4,35262,23.212.249.8,443,udp,0.017566204,41,254,SF,1,1,0,IIiiiIhhhHHhH,1,69,1,282
192.168.1.4,60555,192.168.1.1,53,udp,0.001945972,47,469,SF,1,1,0,Dd,1,75,1,497
192.168.1.4,57227,142.251.16.157,443,udp,1.436686039,6358,9705,SF,1,0,0,Dd,25,7058,28,10489
192.168.1.4,52608,192.168.1.1,53,udp,240.0454359,2364,5549,SF,1,0,0,ShADadfF,19,3360,22,6701
192.168.1.4,52466,192.168.1.1,53,udp,0.038222075,52,177,SF,1,1,0,Dd,1,80,1,205
192.168.1.6,50534,192.168.1.4,22,SSH,18.089276790618896,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.6,58812,192.168.1.4,22,SSH,16.588526010513306,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,40448,142.251.167.94,443,udp,0.002366066,41,630,SF,1,1,0,Dd,1,69,1,658
192.168.1.4,44860,192.168.1.1,53,udp,0.033885002,50,264,SF,1,1,0,Dd,1,78,1,292
192.168.1.4,53063,192.168.1.1,53,udp,0,1855,3378,SF,0,0,0,ShADadFf,9,2331,7,3750
192.168.1.6,44464,192.168.1.4,22,SSH,18.089473962783813,1623,2086,SF,1,1,0,ShADadFf,17,2515,22,3238
192.168.1.4,43709,192.168.1.1,53,udp,0.013950109,40,353,SF,1,1,0,Dd,1,68,1,381
192.168.1.4,39648,192.168.1.1,53,udp,0.048529863,54,580,SF,1,1,0,Dd,1,82,1,608
192.168.1.4,34328,35.190.43.134,443,udp,0.110984087,2033,177,SF,1,0,0,ShADadFRf,8,2433,7,549
192.168.1.6,46106,192.168.1.4,22,SSH,16.586359977722168,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.6,33660,192.168.1.4,22,SSH,18.08924508094788,1631,2086,SF,1,1,0,ShADadFf,17,2523,22,3238
192.168.1.6,43980,192.168.1.4,22,SSH,0.001857996,58,562,SF,1,1,0,Dd,1,86,1,590
192.168.1.6,38168,192.168.1.4,22,SSH,13.580745935440063,1615,2086,SF,1,1,0,ShADadFf,17,2507,22,3238
192.168.1.4,52459,192.168.1.1,53,udp,0.040795088,51,340,SF,1,1,0,Dd,1,79,1,368
192.168.1.4,46725,34.120.202.204,443,udp,0.981848955,8088,6499,SF,1,0,0,Dd,13,8452,15,6919
192.168.1.6,54164,192.168.1.4,22,SSH,18.089236974716187,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
144.80.110.128,5753,192.168.1.4,22,tcp,2.696693897,3095,9524,SF,1,0,0,ShADaTdFf,17,4411,17,10416
192.168.1.6,33492,192.168.1.4,22,SSH,16.58557891845703,1607,2086,SF,1,1,0,ShADadFf,17,2499,22,3238
192.168.1.4,47098,192.168.1.1,53,udp,0.048666954,56,582,SF,1,1,0,Dd,1,84,1,610
192.168.1.4,42016,172.253.122.97,443,tcp,95.92554498,2857,595353,SF,1,0,0,ShADadFf,182,12329,299,610909
